"symbol","exchange","shortname"
"CSD","PCX","Invesco S&P Spin-Off ETF"
"MSD","NYQ","Morgan Stanley Emerging Markets"
"ASPD","OEM","ASPEN DIGITAL INC"
"CTRNF","PNK",NULL
"CHJI","OEM",NULL
"CTOUF","PNK",NULL
"TSE","NYQ","Trinseo PLC"
"ESE","NYQ","ESCO Technologies Inc."
"ASTE","NMS","Astec Industries, Inc."
"ASRE","OQB","ASTRA ENERGY INC."
"GASE","PNK","GASE Energy, Inc."
"XHB","PCX",NULL
"GRVWF","PNK","GREATVIEW ASEPTIC PACKAGING CO "
"LSF","ASE","Laird Superfood, Inc."
"PSF","NYQ","Cohen & Steers Select Preferred"
"RSF","NYQ","RiverNorth Specialty Finance Co"
"CSF","NGM","VictoryShares US Discovery Enha"
"AVSF","PCX","Avantis Short-Term Fixed Income"
"FHB","NMS",NULL
"PHB","PCX",NULL
"KHC","NMS",NULL
"ASFT","PNK","APPSOFT TECHNOLOGIES INC"
"ASFZ","OEM","ASSOCIATES FIRST CAPITAL CORP"
"ASFJ","PNK","ASFG INC"
"YSG","NYQ","Yatsen Holding Limited"
"GSG","PCX","iShares GSCI Commodity-Indexed "
"VHC","NYQ",NULL
"THC","NYQ",NULL
"RSG","NYQ","Republic Services, Inc."
"PASG","NCM","Passage Bio, Inc."
"ESG","BTS","FlexShares STOXX US ESG Select "
"ASGN","NYQ","ASGN Incorporated"
"SSG","PCX","ProShares UltraShort Semiconduc"
"EASG","PCX","Xtrackers MSCI EAFE Selection E"
"DHC","NMS",NULL
"DXGE","NGM",NULL
"DASH","NMS","DoorDash, Inc."
"VSH","NYQ","Vishay Intertechnology, Inc."
"ASHR","PCX","Xtrackers Harvest CSI 300 China"
"WASH","NMS","Washington Trust Bancorp, Inc."
"CASH","NMS","Pathward Financial, Inc."
"CHCI","NCM",NULL
"SHC","NMS",NULL
"GHC","NYQ",NULL
"AHT-PG","NYQ","Ashford Hospitality Trust Inc 7"
"ASHTF","PNK","Ashtead Group PLC"
"ASHS","PCX","Xtrackers Harvest CSI 500 China"
"AHT-PF","NYQ","Ashford Hospitality Trust Inc 7"
"AZPN","NMS","Aspen Technology, Inc."
"AHT-PD","NYQ","Ashford Hospitality Trust Inc 8"
"AHT-PH","NYQ","Ashford Hospitality Trust Inc 7"
"ASHTY","PNK","Ashtead Group PLC"
"AHT-PI","NYQ","Ashford Hospitality Trust Inc 7"
"EHC","NYQ",NULL
"CHCT","NYQ",NULL
"NHC","ASE",NULL
"ASKH","OEM","Astika Holdings, Inc."
"ASHX","PCX","Xtrackers MSCI China A Inclusio"
"AJMPF","PNK","ASHMORE GROUP"
"AABB","PNK","Asia Broadband, Inc."
"RSI","NYQ","Rush Street Interactive, Inc."
"SCHC","PCX",NULL
"CHCO","NMS",NULL
"CHIC","PCX",NULL
"GAB-PG","NYQ",NULL
"MSI","NYQ","Motorola Solutions, Inc."
"CASI","NCM","CASI Pharmaceuticals, Inc."
"MASI","NMS","Masimo Corporation"
"PSI","PCX","Invesco Semiconductors ETF"
"ESI","NYQ","Element Solutions Inc."
"CHCX","OEM",NULL
"CNHC","PNK",NULL
"SCHD","PCX",NULL
"CHDN","NMS",NULL
"THD","PCX",NULL
"FAX","ASE","592314"
"APWC","NCM","Asia Pacific Wire & Cable Corpo"
"ICLK","NGM","iClick Interactive Asia Group L"
"FSI","ASE","Flexible Solutions Internationa"
"DSI","PCX","iShares ESG MSCI KLD 400 ETF"
"IHD","NYQ",NULL
"PHD","NYQ",NULL
"LCHD","PNK",NULL
"DVYA","PCX","iShares Asia / Pacific Dividend"
"TSI","NYQ","TCW Strategic Income Fund, Inc."
"AUSI","PNK","Aura Systems, Inc."
"APTTF","PNK","ASIAN PAY TELEVISION TRUST"
"SMFX","OEM","S A M TRADE ASIA PTE LTD."
"CHND","OEM",NULL
"CHWY","NYQ",NULL
"FLQG","PCX",NULL
"PBCRY","PNK","PT Bank Central Asia"
"ADIV","PCX","SmartETFs Asia Pacific Dividend"
"FPA","NGM","First Trust Asia Pacific Ex-Jap"
"ASCCY","PNK","Asics Corp."
"CBMDF","OEM","CBM ASIA DEVELOPME"
"FLAX","PCX","Franklin FTSE Asia ex Japan ETF"
"CHEK","NCM",NULL
"IMCB","PCX",NULL
"BKEAY","PNK","Bank of East Asia Limited"
"PBCRF","PNK","PT Bank Central Asia"
"ASGXF","OEM","ASIA GLOBAL CROSSING"
"ALSI","OEM","ATLAS RESOURCES INTERNATIONAL I"
"ASPZ","PNK","Asia Properties, Inc."
"CHGG","NYQ",NULL
"LNG","NYQ",NULL
"CHKP","NMS",NULL
"PSJ","PCX","Invesco Dynamic Software ETF"
"MSJ",NULL,"** SEE<MSJ-CL>"
"GSK","NYQ","GSK plc"
"ADSK","NMS","Autodesk, Inc."
"OSK","NYQ","Oshkosh Corporation (Holding Co"
"FSK","NYQ","FS KKR Capital Corp."
"CMMB","NCM",NULL
"CHMI","NYQ",NULL
"MDYG","PCX",NULL
"PSK","PCX","SPDR ICE Preferred Securities E"
"SSL","NYQ","Sasol Ltd."
"GSL","NYQ","Global Ship Lease Inc New"
"DSL","NYQ","DoubleLine Income Solutions Fun"
"ZSL","PCX","ProShares UltraShort Silver"
"CQP","NYQ",NULL
"WLKP","NYQ",NULL
"WLK","NYQ",NULL
"CSL","NYQ","Carlisle Companies Incorporated"
"USL","PCX","United States 12 Month Oil"
"PSL","NGM","Invesco Dorsey Wright Consumer "
"AWSL","PNK","Atlantic Power & Infrastructure"
"BSL","NYQ","Blackstone GSO Senior Floating "
"VSL","PCX","Volshares Large Cap ETF"
"CMCM","NYQ",NULL
"CHKR","PNK",NULL
"SCHE","PCX",NULL
"EWJV","NGM",NULL
"TSM","NYQ","Taiwan Semiconductor Manufactur"
"BSM","NYQ","Black Stone Minerals, L.P."
"SM","NYQ","SM Energy Company"
"AXSM","NGM","Axsome Therapeutics, Inc."
"CHEF","NMS",NULL
"KWR","NYQ",NULL
"IHE","PCX",NULL
"SHE","PCX",NULL
"SHECY","PNK",NULL
"WSM","NYQ","Williams-Sonoma, Inc."
"FSM","NYQ","Fortuna Mining Corp."
"SAM","NYQ","Boston Beer Company, Inc. (The)"
"GSM","NCM","Ferroglobe PLC"
"MSM","NYQ","MSC Industrial Direct Company, "
"CHPGF","OQX",NULL
"USM","NYQ","United States Cellular Corporat"
"DSM","NYQ","Dreyfus Strategic Municipal Bon"
"ASMIY","OQX","ASM International N.V."
"ASMLF","PNK","ASML Holding N.V."
"JSM","NMS","Navient Corporation - 6% Senior"
"CHMG","NMS",NULL
"CHMI-PB","NYQ",NULL
"CHIE","PCX",NULL
"GXF","PCX",NULL
"KSM","NYQ","DWS Strategic Municipal Income "
"CSM","BTS","ProShares Large Cap Core Plus"
"ASMVY","PNK","ASMPT LTD."
"PSM","NMS","Principal U.S. Small-MidCap Mul"
"AFSM","PCX","First Trust Active Factor Small"
"CGIFF","PNK",NULL
"MTLHY","PNK",NULL
"SNPMF","PNK",NULL
"SOMMY","PNK",NULL
"TSN","NYQ","Tyson Foods, Inc."
"PSN","NYQ","Parsons Corporation"
"MSN","ASE","Emerson Radio Corporation"
"MASN","PNK","MAISON LUXE INC."
"USO","PCX","United States Oil Fund"
"SSO","PCX","ProShares Ultra S&P500"
"VASO","OQX","Vaso Corporation"
"WSO","NYQ","Watsco, Inc."
"PSO","NYQ","Pearson, Plc"
"ASOMY","PNK","ASOS plc"
"NSP","NYQ","Insperity, Inc."
"TGRW","PCX",NULL
"ASPU","OQB","Aspen Group Inc."
"ASPY","PCX","ASYMmetric Smart S&P 500? ETF"
"PSP","PCX","Invesco Global Listed Private E"
"ESP","ASE","Espey Mfg. & Electronics Corp."
"GSP","PCX","Barclays Bank PLC iPath Exchang"
"AHL-PD","NYQ","Aspen Insurance Holdings Limite"
"CHIT","OEM",NULL
"APNHY","PNK","Aspen Pharmacare Holdings plc"
"AASP","PNK","Global Acquisitions Corporation"
"AHL-PE","NYQ","Aspen Insurance Holdings Limite"
"RASP","OEM","ACTAVIA LIFE SCIENCES INC"
"ASPR","PNK","ADSOUTH PARTNERS INC"
"PSQ","PCX","ProShares Short QQQ"
"CSQ","NGM","Calamos Strategic Total Return "
"TSQ","NYQ","Townsquare Media, Inc."
"ESQ","NCM","Esquire Financial Holdings, Inc"
"ASRT","NCM","Assertio Holdings, Inc."
"CHMI-PA","NYQ",NULL
"CHME","OEM",NULL
"RGEDF","PNK",NULL
"SHECF","PNK",NULL
"SOGU","NGM",NULL
"QSR","NYQ","Restaurant Brands International"
"WSR","NYQ","Whitestone REIT"
"LASR","NMS","nLIGHT, Inc."
"CSR","NYQ","D/B/A Centerspace"
"SASR","NMS","Sandy Spring Bancorp, Inc."
"SIZE","PCX",NULL
"ASUR","NCM","Asure Software Inc"
"PTPIF","PNK","PT Chandra Asri Pacific Tbk"
"AVSR","OEM","AVISTAR COMMUNICATIONS CORP"
"FNMA","OQB","Fannie Mae"
"KSS","NYQ","Kohl's Corporation"
"NOEC","OEM",NULL
"HCLC","PNK",NULL
"CHLE","OEM",NULL
"ASTS","NMS","AST SpaceMobile, Inc."
"BBKCF","OQX","BIGG Digital Assets Inc."
"FNMFM","PNK","Fannie Mae"
"DSS","ASE","DSS, Inc."
"BAM","NYQ","Brookfield Asset Management Inc"
"VCEB","BTS",NULL
"ESS","NYQ","Essex Property Trust, Inc."
"OSS","NCM","One Stop Systems, Inc."
"FNMAS","OQB","Fannie Mae"
"MDIV","NGM","Multi-Asset Diversified Income "
"MASS","NGM","908 Devices Inc."
"TPIF","PCX",NULL
"JKHY","NMS","Jack Henry & Associates, Inc."
"NPPTF","OQB","Neptune Digital Assets Corp."
"HIX","NYQ","Western Asset High Income Fund "
"MANH","NMS","Manhattan Associates, Inc."
"BOTJ","NCM","Bank of the James Financial Gro"
"FSS","NYQ","Federal Signal Corporation"
"GASS","NMS","StealthGas, Inc."
"DATI","PNK","Digital Asset Monetary Network,"
"WIA","NYQ","Western Asset Inflation-Linked "
"MITUY","PNK",NULL
"CHHE","OEM",NULL
"JRI","NYQ","Nuveen Real Asset Income and Gr"
"CASS","NMS","Cass Information Systems, Inc"
"IYLD","BTS","iShares Morningstar Multi-Asset"
"HIO","NYQ","Western Asset High Income Oppor"
"SBDG","PNK","Small Business Development Grou"
"BTCWF","OQB","Bluesky Digital Assets Corp."
"WIW","NYQ","Western Asset Inflation-Linked "
"CVY","PCX","Invesco Zacks Multi-Asset Incom"
"IVRA","BTS","Invesco Real Assets ESG ETF"
"FNMAT","OQB","Fannie Mae"
"CMGMF","PNK",NULL
"TEAF","NYQ","Tortoise Essential Assets Incom"
"HYI","NYQ","Western Asset High Yield Define"
"EHI","NYQ","Western Asset Global High Incom"
"RLY","PCX","SPDR SSgA Multi Asset Real Retu"
"PPBI","NMS","Pacific Premier Bancorp Inc"
"SBI","NYQ","Western Asset Intermediate Muni"
"FNMAJ","OQB","Fannie Mae"
"FNMAK","OQB","Fannie Mae"
"GDO","NYQ","Western Asset Global Corporate "
"CHWE","OEM",NULL
"KEWL","PNK","Keweenaw Land Association, Ltd."
"NEN","ASE","New England Realty Associates L"
"WEA","NYQ","Western Asset Bond Fund Share o"
"SNST","OEM","SUNSET CAPITAL ASSETS INC"
"POCT","BTS","Innovator U.S. Equity Power Buf"
"PFFL","PCX",NULL
"LIGA","PNK","LIG Assets, Inc."
"FNMFN","OQB","Fannie Mae"
"FNMAH","OQB","Fannie Mae"
"IGI","NYQ","Western Asset Investment Grade "
"COHG","OEM",NULL
"CHEP","PCX",NULL
"CHMN","OEM",NULL
"FLJP","PCX",NULL
"PSMC","BTS","Invesco Conservative Multi-Asse"
"WBND","NGM","Western Asset Total Return ETF"
"VRAI","PCX","Virtus Real Asset Income ETF"
"ASBFY","PNK","Associated British Foods plc"
"CHKGF","PNK","CK Asset Hldgs Ltd"
"GDMA","BTS","GadsdenA DynamicA Multi-AssetA "
"SOMMF","PNK",NULL
"WHF","NMS",NULL
"SCHF","PCX",NULL
"JOYY","PCX",NULL
"FNMAP","OQB","Fannie Mae"
"FNMAG","OQB","Fannie Mae"
"MHF","NYQ","Western Asset Municipal High In"
"FNMAI","OQB","Fannie Mae"
"DHF","NYQ",NULL
"CMHF","PNK",NULL
"CHFI","OEM",NULL
"TMSH","PNK","TransGlobal Assets, Inc."
"ARZGY","PNK","Assicurazioni Generali Spa"
"FNMAM","OQB","Fannie Mae"
"BROXF","PNK","BROOKFIELD CORPORATION 4.9% CUM"
"AIZN","NYQ","Assurant, Inc. 5.25% Subordinat"
"FNMAL","OQB","Fannie Mae"
"FNMAN","OQB","Fannie Mae"
"BAMGF","PNK","BROOKFIELD CORP."
"WINC","NGM","Western Asset Short Duration In"
"VSST","PNK","Voice Assist, Inc."
"HGKGF","PNK","POWER ASSETS HOLDINGS LTD."
"DCHF","PCX",NULL
"UCHF","PCX",NULL
"SCHG","PCX",NULL
"PHG","NYQ",NULL
"PBUS","BTS",NULL
"HAFG","PNK","HOLISTIC ASSET FINANCE GROUP CO"
"FNMAO","OQB","Fannie Mae"
"PASS","PCX","Direxion Daily Consumer Discret"
"ASB-PE","NYQ","Associated Banc-Corp Depositary"
"ASB-PF","NYQ","Associated Banc-Corp Depositary"
"GHG","NYQ",NULL
"ISRA","PCX",NULL
"NTETF","OEM","NOMURA ASSET MANAGEMENT NOMURA "
"HGKGY","PNK","Power Assets Holdings Ltd."
"BKAMF","PNK","BROOKFIELD CORPORATION 4.8% CUM"
"CCGDF","PNK","CHINA CINDA ASSET MANAGEMENT CO"
"ASBFF","PNK","ASSOCIATED BRITISH FOODS PLC"
"LEON","PNK","LEONE ASSET MANAGEMENT INC"
"PTNQ","NGM",NULL
"ARSSF","PNK","ASSURA PLC"
"BMLWF","OEM","BMO LOW VOLATILITY US EQUITY ET"
"VST","NYQ","Vistra Corp."
"FAST","NMS","Fastenal Company"
"BST","NYQ","BlackRock Science and Technolog"
"FAUG","BTS","FT Vest U.S. Equity Buffer ETF "
"HST","NMS","Host Hotels & Resorts, Inc."
"WST","NYQ","West Pharmaceutical Services, I"
"ST","NYQ","Sensata Technologies Holding pl"
"ATRO","NMS","Astronics Corporation"
"KAST","PNK","Kasten, Inc."
"JHG","NYQ",NULL
"ASTSW","NMS","AST SpaceMobile, Inc."
"ALOT","NGM","AstroNova, Inc."
"ALPMY","PNK","Astellas Pharma, Inc."
"EATR","PNK","Eastern Asteria, Inc."
"PST","PCX","ProShares UltraShort Lehman 7-1"
"BSML","NGM","Invesco BulletShares 2021 Munic"
"IHG","NYQ",NULL
"PTAIF","PNK","ASTRA INTERNATIONAL"
"ARGGY","PNK","Aston Martin Lagonda Global Hol"
"AZNCF","PNK","AstraZeneca Plc"
"AMGDF","PNK","Aston Martin Lagonda Global Hol"
"UST","PCX","ProShares Ultra 7-10 Year Treas"
"DJXXF","PNK","BLACKROCK AST MGT (DEUTSCHLAND)"
"ALPMF","PNK","Astellas Pharma, Inc."
"ADST","OEM","ADSTAR INC"
"PTAIY","PNK","PT Astra International"
"WMNNF","PNK","ASTON MINERALS LTD"
"DAXXF","OEM","BLACKROCK AST MGT (DEUTSCHLAND)"
"ATROB","PNK","Astronics Corp."
"THG","NYQ",NULL
"SHG","NYQ",NULL
"WHG","NYQ",NULL
"CHGS","OEM",NULL
"ATBHF","OQB","Aston Bay Holdings Ltd."
"MXXEF","PNK","BLACKROCK AST MGT (DEUTSCHLAND)"
"SU","NYQ","Suncor Energy  Inc."
"DSU","NYQ","Blackrock Debt Strategies Fund,"
"BSV","PCX","Vanguard Short-Term Bond ETF"
"BSCU","NGM","Invesco BulletShares 2030 Corpo"
"SCHH","PCX",NULL
"FLRU","PCX",NULL
"GSV","ASE","Gold Standard Ventures Corporat"
"CSV","NYQ","Carriage Services, Inc."
"FSV","NMS","FirstService Corporation"
"USV","PCX","E-TRACS USB Bloomberg Commodity"
"OSW","NCM","OneSpaWorld Holdings Limited"
"MHH","ASE",NULL
"TCHH","OEM",NULL
"CHIH","PCX",NULL
"XSW","PCX","SPDR S&P Software & Services ET"
"PSX","NYQ","Phillips 66"
"BSX","NYQ","Boston Scientific Corporation"
"CSX","NMS","CSX Corporation"
"DSX","NYQ","Diana Shipping inc."
"CHTH","PNK",NULL
"MMTM","PCX",NULL
"RSX","BTS","VanEck Russia ETF"
"ASXFY","PNK","ASX, Ltd."
"ASXFF","PNK","ASX, Ltd."
"HSY","NYQ","The Hershey Company"
"BSY","NMS","Bentley Systems, Incorporated"
"PHH","NCM",NULL
"CHSH","OEM",NULL
"CHHL","OEM",NULL
"DHI","NYQ",NULL
"SSY","ASE","SunLink Health Systems, Inc."
"CASY","NMS","Caseys General Stores, Inc."
"SY","NGM","So-Young International Inc. - A"
"GSY","PCX","Invesco Ultra Short Duration ET"
"QSY","PCX","WisdomTree U.S. Quality Shareho"
"AKSY","PNK","AKSYS LTD"
"FLIN","PCX",NULL
"T","NYQ","AT&T Inc."
"ATOS","NCM","Atossa Therapeutics, Inc."
"ET","NYQ","Energy Transfer LP"
"LULU","NMS","lululemon athletica inc."
"TEAM","NMS","Atlassian Corporation"
"AVIR","NMS","Atea Pharmaceuticals, Inc."
"GT","NMS","The Goodyear Tire & Rubber Comp"
"ATER","NCM","Aterian, Inc."
"VT","PCX","Vanguard Total World Stock Inde"
"ATOM","NCM","Atomera Incorporated"
"OHI","NYQ",NULL
"NBPVF","PNK",NULL
"PONGF","PNK","Atari"
"DT","NYQ","Dynatrace, Inc."
"EAT","NYQ","Brinker International, Inc."
"TT","NYQ","Trane Technologies plc"
"NHI","NYQ",NULL
"CPHI","ASE",NULL
"FXI","PCX",NULL
"IHI","PCX",NULL
"MCHI","NGM",NULL
"ATKR","NYQ","Atkore Inc."
"ATRA","NMS","Atara Biotherapeutics, Inc."
"IT","NYQ","Gartner, Inc."
"T-PC","NYQ","AT&T Inc. Depositary Shares, ea"
"ATHA","NMS","Athira Pharma, Inc."
"YUMC","NYQ",NULL
"CQQQ","PCX",NULL
"CMRX","NGM",NULL
"ESGG","BTS",NULL
"ATIG","PNK","Atlantis Gaming Corporation"
"KT","NYQ","KT Corporation"
"FAT","NCM","FAT Brands Inc."
"WAT","NYQ","Waters Corporation"
"PT","NGM","Pintec Technology Holdings Limi"
"PLCE","NMS",NULL
"CLEU","NCM",NULL
"XT","NGM","iShares Exponential Technologie"
"ATRC","NGM","AtriCure, Inc."
"ATWT","PNK","ATWEC Technologies, Inc."
"IAT","PCX","iShares U.S. Regional Banks ETF"
"FT","NYQ","Franklin Universal Trust"
"ENIC","NYQ",NULL
"CREG","NCM",NULL
"CWEB","PCX",NULL
"CHIQ","PCX",NULL
"SXTC","NCM",NULL
"ATLC","NMS","Atlanticus Holdings Corporation"
"GLATF","OQX","Global Atomic Corp."
"ATNI","NMS","ATN International, Inc."
"ATHOF","PNK","Athabasca Oil Corp."
"T-PA","NYQ","AT&T Inc. Depositary Shares, ea"
"TBB","NYQ","AT&T Inc. 5.350% Global Notes d"
"SABK","OQX","South Atlantic Bancshares, Inc."
"ATCOL","NGM","Atlas Corp. - 7.125% Notes due "
"QAT","NGM","iShares MSCI Qatar ETF"
"AEXAY","PNK","Atos Origin SA"
"ATCO-PH","NYQ","Atlas Corp. 7.875% Series H"
"IMOS","NMS",NULL
"ATYG","PNK","Atlas Technology Group, Inc."
"HRAL","PNK","Hear AtLast Holdings, Inc."
"RORO","PCX","ATAC US Rotation ETF"
"ACLLF","PNK","Atco Ltd."
"ALDA","PNK","ATLANTICA INC"
"CJJD","NCM",NULL
"CXSE","NGM",NULL
"CHNR","NCM",NULL
"RHI","NYQ",NULL
"ESHY","BTS",NULL
"ATH-PD","NYQ","Athene Holding Ltd. Depositary "
"AHNR","OQB","Athena Gold Corporation"
"SMAYF","PNK","Simec Atlantis Energy Ltd."
"ATH-PA","NYQ","Athene Holding Ltd. Depositary "
"BRKL","NMS","Brookline Bancorp, Inc."
"ATCMF","OQX","ATICO MINING CORP"
"AEXAF","PNK","Atos Origin SA"
"AUBAP","NMS","Atlantic Union Bankshares Corpo"
"ATH-PC","NYQ","Athene Holding Ltd. Depositary "
"ECAOF","PNK","Eco Atlantic Oil & Gas Ltd"
"FHI","NYQ",NULL
"CHWRF","PNK",NULL
"GXC","PCX",NULL
"NULC","BTS",NULL
"AURT","OEM","ATTUNE RTD"
"ATCO-PD","NYQ","Atlas Corp. 7.95% Series D"
"PAHGF","PNK","Pets at Home Group PLC"
"AAMAF","OEM","ATLAS MARA LIMITED"
"ATH-PB","NYQ","Athene Holding Ltd. Depositary "
"VHI","NYQ",NULL
"PHI","NYQ",NULL
"PGJ","NGM",NULL
"TRZBF","PNK","Transat A.T. Inc."
"ATLDF","OEM","ATLANTA GOLD INC"
"APEUF","PNK","Atlas Engineered Products Ltd."
"AHLD","PNK","ATD NEW HOLDINGS INC"
"ATIN","PNK","ATI NATIONWIDE HOLDING CORP"
"LTMCF","PNK",NULL
"KGRN","PCX",NULL
"FLCH","PCX",NULL
"CNYA","BTS",NULL
"CHIX","PCX",NULL
"CNXT","PCX",NULL
"XPP","PCX",NULL
"JLRRF","PNK","SOUTH ATLANTIC GOLD INC"
"ANLBF","PNK","ATON RESOURCES INC"
"U","NYQ","Unity Software Inc."
"AUPH","NGM","Aurinia Pharmaceuticals Inc"
"FRSX","NCM","Foresight Autonomous Holdings L"
"RESP","PCX",NULL
"IAU","PCX","iShares Gold Trust Shares of th"
"DRIV","NGM","Global X Autonomous & Electric "
"CBWTF","OQB","Auxly Cannabis Group Inc."
"POAHY","PNK","Porsche Automobile Holding SE"
"LU","NYQ","Lufax Holding Ltd"
"HOKCY","PNK",NULL
"CBON","PCX",NULL
"RAFE","PCX",NULL
"ROK","NYQ","Rockwell Automation, Inc."
"KXIN","NCM","Kaixin Holdings"
"ORLY","NMS","O'Reilly Automotive, Inc."
"AUDC","NMS","AudioCodes Ltd."
"TU","NYQ","Telus Corporation"
"WU","NYQ","Western Union Company (The)"
"ATHM","NYQ","Autohome Inc."
"GELYF","PNK","Geely Automobile Holdings Ltd."
"AUTL","NMS","Autolus Therapeutics plc"
"EBMT","NGM","Eagle Bancorp Montana, Inc."
"MIDE","PCX",NULL
"GAU","ASE","Galiano Gold Inc."
"CAAS","NCM","China Automotive Systems, Inc."
"AUOTY","PNK","AUO CORPORATION"
"AEYE","NCM","AudioEye, Inc."
"LMPX","OEM","LMP Automotive Holdings, Inc."
"CRWOF","PNK",NULL
"CARZ","NGM","First Trust S-Network Electric "
"GPI","NYQ","Group 1 Automotive, Inc."
"AUSAF","OEM","AUSTRALIS CAP INC"
"EWA","PCX","iShares MSCI Australia Index Fu"
"COM","PCX","Direxion Auspice Broad Commodit"
"GELYY","PNK","Geely Automobile Holdings Ltd."
"AACTF","PNK","Aurora Solar Technologies Inc."
"RBA","NYQ","RB Global, Inc."
"AIRRF","OQX","AURION RESOURCES LTD"
"POAHF","PNK","Porsche Automobile Holding SE"
"NBGIF","PNK","National Bank of Greece S.A."
"WUHN","OEM",NULL
"AUUD","NCM","Auddia Inc."
"AUBN","NGM","Auburn National Bancorporation,"
"FXA","PCX","Invesco CurrencyShares Australi"
"GNZUF","PNK","Guangzhou Automobile Group Co.,"
"SBT","NCM","Sterling Bancorp, Inc."
"ECNS","PCX",NULL
"MVRL","PCX",NULL
"AUGG","OQB","Augusta Gold Corp."
"AURI","PNK","Auri, Inc."
"NABZY","PNK","National Australia Bank Ltd. (V"
"AMSLF","PNK","Australian Mines Ltd."
"EWO","PCX","iShares Inc iShares MSCI Austri"
"XSHQ","BTS",NULL
"FLAU","PCX","Franklin FTSE Australia ETF"
"TVC","NYQ","Tennessee Valley Authority"
"ASAPF","OQB","Aurora Spine Corp"
"AUIAF","OQB","Aurania Resources, Ltd."
"TVE","NYQ","Tennessee Valley Authority"
"AUXIF","OEM","AUXICO RESOURCES CANADA INC"
"PGAL","PCX",NULL
"CROC","PCX","ProShares UltraShort Australian"
"LMMFF","PNK","LITHIUM AUSTRALIA LTD"
"GTLA","OEM","GT LEGEND AUTOMOTIVE HLDGS INC"
"CMWAY","PNK","Commonwealth Bank of Australia"
"JHI","NYQ",NULL
"MHI","NYQ",NULL
"CMCLF","PNK",NULL
"CIM-PB","NYQ",NULL
"CHIS","PCX",NULL
"GRXXF","PNK","Critical Reagent Processing Cor"
"AUUDW","NCM","Auddia Inc."
"CALI","NGM","iShares Short-Term California M"
"NWFAF","PNK","New Focus Auto Technology Holdi"
"ATDRY","PNK","Auto Trader Group Plc."
"CHIK","PCX",NULL
"RAYC","PCX",NULL
"CCGY","OEM",NULL
"CBAUF","PNK","Commonwealth Bank of Australia"
"CAFI","PNK","Consumer Automotive Finance, In"
"NTXVF","PNK","NEXTEER AUTOMOTIVE GROUP LIMITE"
"AGLDF","OQB","Austral Gold Ltd."
"HHLKF","OQX",NULL
"CSUAY","PNK",NULL
"FXP","PCX",NULL
"CSSEN","NGM",NULL
"CHIM","PCX",NULL
"EGRNF","OEM",NULL
"ATVVF","PNK","Australian Vanadium Limited"
"AOCIF","PNK","Autocanada Inc"
"RMIAF","OEM","AUTOMOTIVE FINCO CORP"
"ELKMF","PNK","Gold Road Resources Ltd."
"JINFF","PNK",NULL
"CIM-PA","NYQ",NULL
"CSOL","PNK",NULL
"CPQQ","OEM",NULL
"LDRS","PCX",NULL
"EGRAF","PNK","Energy Resources of Australia L"
"AOGC","OEM","AUSTRALIAN OIL & GAS CORP(USA)"
"AUTLF","PNK","Austal Ltd."
"ADPXY","PNK","AUDIO PIXELS HLDGS LTD SPON ADR"
"TBMIF","PNK","BIG TREE CARBON INC"
"CHNO","OEM",NULL
"VFQY","BTS",NULL
"BCAUF","PNK","Brilliance China Automotive Hol"
"ICNOF","PNK","ICON ENERGY(AU)"
"SCAL","OEM","Stem Cell Authority, Ltd."
"AUSTF","PNK","Austin Engineering Ltd."
"AUNM","OEM","AUCTION MILLS INC"
"EBTC","NMS","Enterprise Bancorp Inc"
"AUTR","PNK","Autris"
"NAUBF","PNK","National Australia Bank Ltd. (V"
"ARAO","OEM","AURASOURCE INC"
"BXRDF","PNK","AUSTRALIAN SILICA QUARTZ GROUP "
"CIM-PD","NYQ",NULL
"GLCN","PCX",NULL
"KEJI","NGM",NULL
"CHIL","PCX",NULL
"CCOZF","PNK",NULL
"CLHI","PNK",NULL
"MNXMF","PNK","FireFly Metals Ltd."
"ASMMF","PNK","Australian Strategic Materials "
"V","NYQ","Visa Inc."
"DIA","PCX","SPDR Dow Jones Industrial Avera"
"AVGR","NCM","Avinger, Inc."
"XCEM","PCX",NULL
"PSEP","BTS",NULL
"AVDL","NGM","Avadel Pharmaceuticals plc"
"AVVH","PNK","AVVAA World Health Care Product"
"AVNW","NMS","Aviat Networks, Inc."
"TV","NYQ","Grupo Televisa S.A.B."
"RCEL","NCM","Avita Medical, Inc."
"GLCC","OEM",NULL
"FLEE","PCX",NULL
"AVTR","NYQ","Avantor, Inc."
"IYT","BTS","iShares Trust iShares U.S. Tran"
"DV","NYQ","DoubleVerify Holdings, Inc."
"VV","PCX","Vanguard Large-Cap ETF"
"ATXI","NCM","Avenue Therapeutics, Inc."
"CIM-PC","NYQ",NULL
"YXI","PCX",NULL
"CHII","PCX",NULL
"CAOVY","PNK",NULL
"CHIU","PCX",NULL
"PJET","OEM","Priority Aviation, Inc."
"AVAH","NMS","Aveanna Healthcare Holdings Inc"
"AVNS","NYQ","Avanos Medical, Inc."
"DJD","PCX","Invesco Dow Jones Industrial Av"
"RNA","NGM","Avidity Biosciences, Inc."
"FNI","PCX",NULL
"KFYP","PCX",NULL
"CIWT","OEM",NULL
"BV","NYQ","BrightView Holdings, Inc."
"AVDV","PCX","Avantis International Small Cap"
"AVUS","PCX","Avantis U.S. Equity ETF"
